iter	Passed	Remaining
282	308260	10584340
283	310009	10605823
284	311458	10616922
285	312331	10608360
286	313265	10601915
287	314192	10595283
288	315181	10590743
289	316118	10584534
290	317595	10596322
291	318621	10593083
292	319552	10586667
293	320731	10588502
294	321603	10580215
295	322816	10583138
296	323737	10576529
297	325269	10589823
298	326361	10588742
299	327924	10602879
300	329745	10625258
301	330828	10623746
302	331866	10620831
303	333377	10632984
304	334431	10630534
305	335421	10626072
306	336564	10626433
307	337698	10626544
308	338580	10618709
309	339944	10626017
310	341208	10630111
311	342250	10627302
312	343522	10631634
313	345581	10660191
314	346886	10665379
315	347790	10658238
316	349217	10667119
317	350204	10662526
318	352030	10683405
319	352982	10677729
320	353955	10672685
321	355407	10682084
322	357080	10698052
323	358748	10713725
324	360148	10721351
325	361914	10739756
326	363032	10738890
327	364386	10744958
328	365788	10752400
329	367479	10768273
330	370904	10834664
331	372434	10845479
332	374046	10858593
333	375133	10856405
334	376703	10868188
335	377922	10869773
336	379424	10879450
337	382403	10931321
338	384331	10952892
339	386133	10970732
340	387648	10980336
341	388993	10985093
342	390301	10988764
343	391724	10995602
344	392975	10997626
345	394140	10997193
346	395516	11002654
347	396966	11010116
348	398979	11033095
349	400343	11038035
350	401709	11043017
351	403607	11062524
352	404889	11065077
353	406255	11069891
354	407666	11075893
355	408592	11068717
356	409620	11064338
357	410589	11058380
358	411541	11052004
359	412514	11046225
360	413406	11038308
361	414562	11037449
362	416217	11049833
363	417543	11053442
364	418905	11057946
365	419866	11051896
366	420837	11046130
367	421773	11039462
368	422650	11031295
369	424150	11039380
370	425142	11034232
371	426821	11046880
372	428191	11051466
373	429276	11048707
374	430910	11060042
375	432297	11064969
376	433427	11063328
377	434303	11055213
378	435239	11048662
379	436619	11053378
380	437515	11045834
381	438975	11052524
382	440556	11062226
383	441916	11066333
384	443483	11075557
385	444848	11079720
386	446137	11081970
387	447095	11075976
388	448369	11077837
389	449733	11081904
390	450683	11075738
391	452094	11080933
392	453431	11084273
393	454865	11089953
394	455823	11084004
395	457083	11085425
396	458417	11088630
397	459250	11079694
398	460203	11073713
399	461397	11073550
400	462345	11067460
401	463375	11063368
402	464523	11062113
403	465986	11068337
404	467834	11083634
405	469246	11088537
406	470679	11093924
407	472532	11109155
408	474403	11124710
409	475659	11125783
410	477044	11129876
411	478384	11132887
412	479202	11123759
413	480158	11117865
414	481369	11117902
415	482237	11110000
416	483437	11109785
417	484646	11109756
418	485849	11109598
419	487045	11109265
420	488318	11110687
421	489667	11113826
422	490799	11112020
423	491699	11104988
424	492600	11098000
425	493548	11092097
426	494432	11084778
427	495805	11088430
428	497362	11096177
429	498529	11095170
430	500206	11105503
431	501560	11108637
432	502948	11112486
433	504397	11117660
434	506182	11130199
435	507638	11135456
436	508599	11129832
437	510352	11141522
438	511759	11145626
439	512919	11144333
440	514160	11144800
441	515481	11146990
442	516405	11140611
443	518030	11149320
444	519531	11155336
445	520924	11159000
446	522399	11164381
447	524167	11175991
448	525853	11185808
449	527674	11198423
450	529059	11201744
451	530803	11212632
452	532198	11216115
453	533460	11216778
454	535309	11229741
455	536733	11233745
456	538288	11240454
457	539610	11242288
458	541029	11246111
459	542502	11251029
460	543461	11245283
461	545094	11253492
462	545979	11246230
463	547385	11249712
464	548422	11245609
465	549395	11240200
466	551232	11252465
467	552013	11243145
468	553756	11253411
469	555018	11253893
470	556390	11256571
471	557762	11259239
472	558940	11257987
473	560567	11265746
474	561851	11266598
475	563487	11274484
476	564700	11273893
477	566139	11277777
478	567337	11276872
479	568547	11276187
480	569441	11269260
481	570337	11262396
482	571345	11257745
483	572266	11251413
484	573429	11249860
485	574628	11248997
486	575985	11251226
487	577162	11249932
488	578459	11250976
489	579985	11256444
490	581810	11267684
491	583048	11267528
492	584360	11268786
493	586184	11279896
494	587465	11280519
495	588835	11282842
496	590174	11284573
497	591454	11285133
498	592915	11289167
499	594422	11294033
500	595817	11296742
501	597252	11300215
502	599061	11310702
503	600303	11310471
504	602059	11319919
505	603030	11314571
506	604029	11309775
507	604943	11303396
508	606240	11304176
509	607127	11297324
510	608022	11290654
511	609369	11292383
512	610476	11289651
513	611853	11291917
514	613235	11294251
515	614592	11296122
516	615875	11296605
517	617777	11308423
518	619186	11311180
519	620739	11316561
520	622074	11317933
521	623512	11321165
522	625117	11327409
523	626472	11329116
524	627952	11333040
525	629306	11334697
526	630581	11334910
527	632320	11343438
528	633294	11338245
529	634840	11343290
530	635723	11336478
531	637029	11337206
532	638521	11341238
533	640183	11348268
534	641253	11344795
535	642594	11346111
536	644038	11349231
537	645913	11359909
538	647229	11360739
539	648548	11361604
540	650376	11371367
541	651745	11373078
542	652621	11366185
543	654321	11373651
544	655964	11380075
545	656906	11374345
546	657804	11367879
547	659185	11369743
548	660731	11374447
549	662023	11374760
550	663403	11376582
551	664907	11380512
552	666756	11390318
553	667765	11385758
554	669064	11386156
555	670742	11392978
556	672560	11402135
557	673884	11402891
558	675540	11409265
559	677028	11412760
560	678351	11413482
561	679860	11417299
562	681146	11417362
563	683054	11427842
564	684505	11430632
565	686228	11437946
566	688068	11447181
567	689713	11453132
568	691282	11457801
569	692758	11460897
570	694127	11462219
571	695909	11470339
572	697152	11469563
573	699140	11481014
574	700499	11482092
575	701983	11485230
576	703615	11490753
577	705308	11497253
578	707048	11504489
579	708888	11513333
580	710880	11524586
581	712845	11535358
582	713642	11527216
583	714969	11527653
584	716701	11534603
585	717684	11529488
586	719293	11534425
587	721008	11541034
588	722731	11547747
589	724074	11548381
590	726042	11558936
591	727082	11554719
592	728636	11558659
593	730015	11559813
594	731833	11567882
595	733216	11569077
596	735228	11580152
597	736903	11585891
598	738690	11593368
599	740099	11594894
600	741806	11601070
601	744441	11621690
602	746339	11630760
603	747606	11629980
604	748424	11622232
605	750246	11630062
606	751556	11629940
607	753216	11635211
608	753996	11626904
609	755650	11632067
610	757366	11638149
611	758568	11636337
612	759987	11637855
613	761024	11633512
614	762545	11636562
615	763559	11631892
616	764498	11626071
617	766318	11633653
618	767176	11626621
619	767954	11618403
620	769817	11626600
621	770589	11618306
622	771519	11612418
623	772289	11604150
624	773885	11608278
625	775536	11613221
626	777066	11616343
627	778485	11617783
628	780194	11623539
629	780963	11615282
630	782435	11617498
631	784137	11623097
632	785428	11622602
633	786336	11616446
634	787126	11608563
635	788027	11602347
636	788934	11596223
637	789836	11590049
638	790617	11582116
639	791387	11574045
640	793023	11578635
641	794018	11573877
642	795067	11569899
643	796494	11571428
644	798140	11576129
645	799886	11582252
646	800659	11574299
647	801660	11569638
648	802441	11561839
649	803344	11555800
650	804323	11550880
651	805743	11552279
652	806542	11544790
653	807506	11539685
654	808311	11532327
655	809976	11537220
656	811736	11543467
657	812714	11538575
658	813488	11530792
659	814269	11523141
660	815730	11525125
661	817025	11524754
662	818345	11524724
663	819130	11517175
664	819924	11509771
665	821571	11514331
666	822891	11514317
667	823788	11508370
668	825344	11511649
669	827009	11516420
670	828327	11516345
671	829643	11516236
672	830548	11510442
673	831334	11502999
674	832596	11502171
675	834212	11506208
676	836235	11515838
677	837155	11510275
678	838181	11506170
679	838967	11498795
680	840654	11503754
681	842122	11505719
682	843032	11500046
683	844712	11504889
684	845869	11502586
685	846768	11496801
686	847556	11489512
687	848978	11490830
688	850421	11492409
689	851860	11493944
690	853606	11499598
691	855537	11507716
692	857249	11512877
693	858144	11507055
694	859333	11505172
695	861100	11511026
696	861885	11503759
697	863730	11510630
698	865045	11510428
699	866556	11512819
700	868328	11518666
701	869912	11522005
702	871820	11529607
703	873176	11529898
704	874500	11529758
705	875284	11522511
706	877019	11527784
707	878352	11527749
708	879861	11530028
709	881677	11536320
710	883686	11545091
711	885429	11550374
712	886960	11552873
713	887731	11545486
714	889500	11551070
715	891178	11555451
716	892664	11557326
717	894056	11557979
718	895878	11564182
719	897510	11567915
720	899023	11570096
721	900482	11571575
722	902510	11580344
723	904338	11586527
724	906303	11594436
725	908203	11601487
726	909918	11606151
727	911257	11606019
728	912185	11600652
729	913489	11600068
730	914534	11596198
731	916066	11598500
732	917367	11597878
733	918248	11591943
734	919126	11585993
735	920892	11591229
736	922559	11595207
737	923554	11590729
738	925253	11595092
739	927215	11602720
740	928579	11602861
741	930525	11610249
742	931766	11608836
743	932685	11603405
744	934650	11610988
745	936126	11612483
746	937936	11618113
747	938815	11612189
748	940548	11616840
749	941977	11617722
750	942864	11611920
751	944856	11619720
752	946773	11626576
753	948961	11636733
754	950905	11643867
755	952590	11647812
756	954427	11653600
757	955302	11647638
758	956580	11646582
759	957459	11640692
760	959361	11647231
761	960711	11647051
762	962664	11654164
763	963564	11648531
764	965267	11652605
765	966947	11656390
766	968573	11659502
767	969919	11659245
768	971502	11661821
769	972405	11656239
770	973524	11653257
771	974824	11652439
772	976084	11651136
773	977981	11657438
774	980226	11667862
775	981466	11666296
776	983379	11672728
777	985355	11679881
778	986730	11679894
779	988710	11687069
780	990867	11696298
781	993385	11709753
782	995361	11716792
783	997232	11722574
784	999102	11728318
785	1000208	11725088
786	1001504	11724087
787	1003451	11730705
788	1005519	11738711
789	1007470	11745322
790	1008881	11745624
791	1010457	11747847
792	1011828	11747677
793	1012716	11741902
794	1014226	11743335
795	1015560	11742738
796	1017410	11748091
797	1019089	11751451
798	1019953	11745426
799	1021243	11744295
800	1022110	11738325
801	1023527	11738660
802	1024784	11737169
803	1026402	11739797
804	1027299	11734189
805	1028998	11737731
806	1031070	11745516
807	1032988	11751526
808	1034861	11757003
809	1036639	11761381
810	1038485	11766515
811	1039786	11765464
812	1041621	11770449
813	1042506	11764701
814	1044333	11769571
815	1046205	11774941
816	1047470	11773468
817	1048558	11770007
818	1050461	11775688
819	1051476	11771407
820	1053211	11775182
821	1054099	11769493
822	1055829	11773206
823	1056698	11767308
824	1057651	11762370
825	1059332	11765520
826	1060228	11759948
827	1061122	11754363
828	1061984	11748442
829	1063535	11750148
830	1064421	11744502
831	1066214	11748868
832	1067337	11745838
833	1068220	11740176
834	1069236	11735988
835	1071178	11741962
836	1072473	11740830
837	1073363	11735265
838	1075256	11740671
839	1076151	11735172
840	1077803	11737932
841	1078789	11733442
842	1080625	11738182
843	1082571	11744105
844	1083569	11739743
845	1085008	11740149
846	1086259	11738524
847	1087400	11735723
848	1088262	11729907
849	1089153	11724416
850	1090915	11728301
851	1091806	11722824
852	1093438	11725295
853	1094418	11720789
854	1095308	11715317
855	1096859	11716922
856	1098032	11714486
857	1099295	11713005
858	1101181	11718162
859	1103154	11724221
860	1104140	11719786
861	1105054	11714604
862	1106980	11720142
863	1108800	11724540
864	1110642	11729158
865	1111651	11724975
866	1113633	11731039
867	1115528	11736182
868	1117221	11739184
869	1119091	11744025
870	1121020	11749481
871	1122618	11751448
872	1124405	11755387
873	1125444	11751499
874	1127194	11755033
875	1128313	11751977
876	1129813	11752895
877	1130822	11748702
878	1131726	11743428
879	1132618	11738045
880	1133498	11732549
881	1135411	11737731
882	1136997	11739530
883	1138793	11743490
884	1139887	11740198
885	1141761	11744934
886	1143490	11748176
887	1145036	11749514
888	1146716	11752232
889	1148255	11753492
890	1149119	11747843
891	1151160	11754226
892	1152154	11749909
893	1153648	11750698
894	1155129	11751347
895	1156609	11751982
896	1158642	11758217
897	1160711	11764810
898	1162792	11771493
899	1163961	11768941
900	1165347	11768582
901	1166810	11769005
902	1168710	11773821
903	1169603	11768491
904	1170493	11763136
905	1171388	11757846
906	1173473	11764489
907	1175084	11766379
908	1177055	11771845
909	1178728	11774328
910	1179572	11768533
911	1180460	11763186
912	1181358	11757947
913	1183321	11763302
914	1184206	11757943
915	1185098	11752653
916	1186921	11756611
917	1188429	11757428
918	1190317	11761990
919	1192252	11767017
920	1193768	11767885
921	1194654	11762555
922	1195499	11756828
923	1196331	11750979
924	1197527	11748717
925	1198535	11744607
926	1199381	11738928
927	1201077	11741564
928	1202024	11736879
929	1202859	11731111
930	1204421	11732439
931	1206391	11737720
932	1207235	11732055
933	1209176	11737042
934	1210728	11738234
935	1212725	11743746
936	1213568	11738071
937	1214410	11732391
938	1215242	11726638
939	1216986	11729675
940	1218225	11727846
941	1219117	11722684
942	1220238	11719719
943	1221130	11714577
944	1221987	11709094
945	1222826	11703458
946	1223675	11697920
947	1224524	11692405
948	1226509	11697724
949	1227468	11693251
950	1228781	11692163
951	1230716	11696974
952	1231603	11691836
953	1232461	11686420
954	1233307	11680906
955	1234963	11683068
956	1237011	11688915
957	1239100	11695138
958	1240033	11690453
959	1240876	11684920
960	1242379	11685608
961	1244102	11688358
962	1245260	11685794
963	1246104	11680292
964	1247472	11679701
965	1248795	11678690
966	1249637	11673187
967	1251595	11678107
968	1253226	11679962
969	1255194	11684956
970	1256652	11685182
971	1258789	11691715
972	1260558	11694817
973	1262247	11697167
974	1264123	11701247
975	1264946	11695568
976	1266259	11694431
977	1268163	11698747
978	1269006	11693263
979	1271050	11698852
980	1271988	11694259
981	1273967	11699222
982	1274814	11693793
983	1276291	11694148
984	1277128	11688647
985	1278936	11692018
986	1280113	11689629
987	1280957	11684200
988	1281789	11678669
989	1283455	11680745
990	1284320	11675526
991	1285158	11670067
992	1286532	11669488
993	1287695	11666990
994	1288544	11661653
995	1289386	11656262
996	1290432	11652718
997	1291278	11647379
998	1293214	11651876
999	1294868	11653816
1000	1295862	11649814
1001	1297716	11653546
1002	1299642	11657906
1003	1301212	11659074
1004	1302726	11659721
1005	1304235	11660336
1006	1305097	11655153
1007	1307083	11660013
1008	1308941	11663715
1009	1310941	11668678
1010	1312580	11670410
1011	1313985	11670061
1012	1315441	11670156
1013	1316315	11665098
1014	1318006	11667282
1015	1319998	11672108
1016	1321430	11671986
1017	1322615	11669673
1018	1323466	11664431
1019	1324312	11659144
1020	1325382	11655839
1021	1326716	11654853
1022	1328475	11657601
1023	1330088	11659056
1024	1330937	11653814
1025	1331785	11648576
1026	1332621	11643246
1027	1334306	11645327
1028	1335250	11640944
1029	1336122	11635942
1030	1338052	11640150
1031	1339965	11644196
1032	1341741	11647044
1033	1343105	11646306
1034	1344273	11643877
1035	1345527	11642189
1036	1346883	11641383
1037	1348710	11644645
1038	1350402	11646736
1039	1351353	11642428
1040	1353130	11645239
1041	1354827	11647360
1042	1356407	11648454
1043	1357608	11646307
1044	1359419	11649381
1045	1360955	11650094
1046	1362429	11650266
1047	1363748	11649119
1048	1365397	11650786
1049	1367087	11652795
1050	1369124	11657750
1051	1370773	11659391
1052	1372487	11661583
1053	1373778	11660173
1054	1375236	11660176
1055	1377310	11665402
1056	1378628	11664218
1057	1380193	11665115
1058	1381600	11664670
1059	1383652	11669676
1060	1385231	11670669
1061	1386606	11669947
1062	1388253	11671514
1063	1389772	11671996
1064	1390954	11669651
1065	1392746	11672419
1066	1393994	11670619
1067	1395167	11668195
1068	1396789	11669531
1069	1398152	11668695
1070	1399994	11671846
1071	1400883	11667062
1072	1402784	11670699
1073	1404448	11672356
1074	1406243	11675092
1075	1407117	11670183
1076	1408242	11667362
1077	1409124	11662534
1078	1410002	11657676
1079	1411535	11658235
1080	1412423	11653471
1081	1413298	11648610
1082	1414216	11644109
1083	1415706	11644317
1084	1416609	11639699
1085	1418118	11640065
1086	1419606	11640249
1087	1420812	11638123
1088	1422746	11641960
1089	1424418	11643638
1090	1426276	11646832
1091	1428411	11652281
1092	1430681	11658813
1093	1432439	11661160
1094	1433439	11657329
1095	1435639	11663258
1096	1437621	11667408
1097	1439274	11668873
1098	1441076	11671537
1099	1442312	11669617
1100	1443940	11670864
1101	1445468	11671307
1102	1446351	11666536
1103	1447984	11667818
1104	1449340	11666864
1105	1450829	11666974
1106	1452560	11669031
1107	1454303	11671183
1108	1455969	11672699
1109	1457458	11672799
1110	1458797	11671695
1111	1459771	11667670
1112	1461298	11668067
1113	1462869	11668814
1114	1464789	11672337
1115	1466584	11674856
1116	1468061	11674838
1117	1469057	11670994
1118	1470577	11671312
1119	1471660	11668162
1120	1473374	11670017
1121	1474882	11670238
1122	1476835	11673972
1123	1478839	11678093
1124	1479736	11673477
1125	1481192	11673266
1126	1482896	11675013
1127	1484417	11675309
1128	1486289	11678368
1129	1487204	11673898
1130	1488730	11674230
1131	1490851	11679214
1132	1492613	11681381
1133	1494477	11684340
1134	1495674	11682072
1135	1497383	11683809
1136	1498735	11682758
1137	1500746	11686829
1138	1501660	11682362
1139	1502837	11679947
1140	1504194	11678930
1141	1505508	11677575
1142	1507119	11678525
1143	1508192	11675306
1144	1509702	11675471
1145	1511388	11676989
1146	1513063	11678425
1147	1514464	11677731
1148	1516156	11679290
1149	1517916	11681358
1150	1519522	11682238
1151	1521256	11684097
1152	1523009	11686093
1153	1524957	11689576
1154	1527007	11693836
1155	1528545	11694166
1156	1530424	11697101
1157	1531432	11693373
1158	1532306	11688626
1159	1533988	11690051
1160	1535708	11691758
1161	1537560	11694459
1162	1539199	11695537
1163	1541190	11699278
1164	1543089	11702315
1165	1544245	11699712
1166	1545759	11699824
1167	1547185	11699268
1168	1549349	11704280
1169	1550881	11704513
1170	1552503	11705428
1171	1554214	11707001
1172	1555390	11704543
1173	1557178	11706694
1174	1558355	11704240
1175	1559302	11700069
1176	1560912	11700873
1177	1562009	11697835
1178	1564057	11701906
1179	1566110	11706008
1180	1567737	11706922
1181	1568958	11704802
1182	1570794	11707264
1183	1572427	11708210
1184	1573302	11703508
1185	1575076	11705498
1186	1576847	11707460
1187	1578614	11709387
1188	1579684	11706136
1189	1581114	11705560
1190	1582598	11705385
1191	1583784	11702999
1192	1584659	11698318
1193	1586163	11698289
1194	1587121	11694232
1195	1588264	11691541
1196	1589713	11691099
1197	1591493	11693091
1198	1592517	11689532
1199	1593435	11685196
1200	1595066	11686087
1201	1596632	11686499
1202	1598111	11686276
1203	1599743	11687160
1204	1601690	11690346
1205	1604117	11697019
1206	1605367	11695108
1207	1606813	11694623
1208	1608504	11695914
1209	1610024	11695963
1210	1611677	11696971
1211	1612905	11694895
1212	1614607	11696254
1213	1616606	11699754
1214	1618027	11699073
1215	1619900	11701649
1216	1621710	11703768
1217	1623265	11704035
1218	1625344	11708083
1219	1627080	11709645
1220	1628810	11711160
1221	1630517	11712505
1222	1631653	11709748
1223	1632998	11708491
1224	1634571	11708865
1225	1636284	11710246
1226	1637790	11710138
1227	1639170	11709123
1228	1640088	11704817
1229	1641598	11704733
1230	1642938	11703432
1231	1644603	11704449
1232	1646172	11704778
1233	1647861	11705961
1234	1649077	11703776
1235	1650002	11699530
1236	1651710	11700840
1237	1653428	11702215
1238	1655132	11703483
1239	1656094	11699508
1240	1657610	11699447
1241	1659299	11700601
1242	1660561	11698745
1243	1662518	11701775
1244	1664755	11706771
1245	1666808	11710463
1246	1668388	11710829
1247	1670196	11712784
1248	1672066	11715175
1249	1673185	11712296
1250	1675002	11714304
1251	1676639	11715048
1252	1678649	11718390
1253	1680548	11720951
1254	1682229	11721991
1255	1683426	11719649
1256	1684769	11718331
1257	1686309	11718379
1258	1687894	11718730
1259	1689727	11720811
1260	1691364	11721517
1261	1693336	11724543
1262	1694994	11725387
1263	1696652	11726231
1264	1698521	11728527
1265	1699912	11727514
1266	1702072	11731808
1267	1703823	11733270
1268	1705621	11735051
1269	1706958	11733660
1270	1708221	11731757
1271	1709766	11731794
1272	1711881	11735734
1273	1713748	11737967
1274	1715963	11742576
1275	1717682	11743778
1276	1719541	11745935
1277	1720699	11743301
1278	1722559	11745456
1279	1723803	11743408
1280	1724753	11739361
1281	1726674	11741928
1282	1728301	11742482
1283	1730110	11744270
1284	1731768	11745031
1285	1732696	11740838
1286	1734958	11745684
1287	1736588	11746239
1288	1738530	11748904
1289	1740390	11751006
1290	1741883	11750628
1291	1743910	11753847
1292	1745420	11753579
1293	1746775	11752263
1294	1747684	11747948
1295	1749746	11751385
1296	1751752	11754433
1297	1753472	11755561
1298	1754602	11752731
1299	1756321	11753845
1300	1757181	11749206
1301	1758064	11744736
1302	1759284	11742516
1303	1760503	11740291
1304	1761364	11735682
1305	1762584	11733469
1306	1763963	11732315
1307	1765732	11733750
1308	1766687	11729781
1309	1768335	11730406
1310	1769669	11728955
1311	1770814	11726246
1312	1772252	11725478
1313	1773646	11724423
1314	1775092	11723712
1315	1776435	11722315
1316	1777916	11721826
1317	1778924	11718223
1318	1779919	11714540
1319	1781136	11712320
1320	1783132	11715224
1321	1784091	11711308
1322	1785894	11712927
1323	1787344	11712236
1324	1788707	11710973
1325	1790417	11711977
1326	1791857	11711216
1327	1793075	11709002
1328	1794712	11709520
1329	1796033	11707975
1330	1797675	11708529
1331	1799111	11707734
1332	1800865	11709001
1333	1802526	11709663
1334	1804645	11713296
1335	1806295	11713882
1336	1807981	11714689
1337	1809181	11712356
1338	1810995	11713989
1339	1812991	11716795
1340	1814856	11718747
1341	1816456	11718985
1342	1817994	11718821
1343	1819036	11715459
1344	1820511	11714887
1345	1821863	11713524
1346	1823711	11715351
1347	1825061	11713971
1348	1826796	11715059
1349	1828381	11715184
1350	1829337	11711283
1351	1831234	11713396
1352	1832435	11711065
1353	1834186	11712244
1354	1835843	11712816
1355	1837213	11711556
1356	1838561	11710161
1357	1840230	11710806
1358	1841776	11710662
1359	1843130	11709300
1360	1844808	11709995
1361	1846020	11707727
1362	1847380	11706403
1363	1848619	11704308
1364	1849985	11703023
1365	1851914	11705292
1366	1853093	11702819
1367	1854584	11702318
1368	1856732	11705960
1369	1858315	11706032
1370	1860076	11707224
1371	1860942	11702775
1372	1862634	11703533
1373	1864433	11704954
1374	1865368	11700949
1375	1867275	11703039
1376	1869043	11704254
1377	1870345	11702554
1378	1871246	11698345
1379	1872428	11695894
1380	1873297	11691494
1381	1875139	11693164
1382	1876070	11689155
1383	1877779	11689990
1384	1879324	11689804
1385	1881370	11692732
1386	1883233	11694516
1387	1884897	11695053
1388	1886467	11695009
1389	1888479	11697702
1390	1890153	11698294
1391	1891898	11699324
1392	1893266	11698022
1393	1894598	11696495
1394	1896530	11698673
1395	1898227	11699392
1396	1900037	11700805
1397	1901001	11697009
1398	1902604	11697143
1399	1904467	11698869
1400	1905773	11697179
1401	1907507	11698106
1402	1908711	11695791
1403	1910178	11695084
1404	1911888	11695860
1405	1913703	11697273
1406	1914878	11694775
1407	1916174	11693017
1408	1917367	11690632
1409	1919261	11692519
1410	1920470	11690235
1411	1922309	11691780
1412	1924341	11694492
1413	1925980	11694814
1414	1927831	11696420
1415	1929702	11698138
1416	1931448	11699100
1417	1933067	11699286
1418	1934362	11697508
1419	1935868	11697005
1420	1937223	11695595
1421	1939074	11697171
1422	1940510	11696245
1423	1942290	11697389
1424	1943554	11695423
1425	1944423	11691086
1426	1945729	11689374
1427	1946601	11685058
1428	1947981	11683799
1429	1949217	11681674
1430	1951345	11684893
1431	1952896	11684646
