iter	Passed	Remaining
2427	3506588	10935702
2428	3507424	10932361
2429	3508344	10929286
2430	3510070	10928723
2431	3511472	10927147
2432	3512311	10923821
2433	3513143	10920478
2434	3514831	10919795
2435	3516241	10918246
2436	3518159	10918276
2437	3520114	10918418
2438	3521804	10917738
2439	3523714	10917739
2440	3524745	10915015
2441	3526134	10913401
2442	3527879	10912888
2443	3529693	10912588
2444	3531404	10911968
2445	3532957	10910859
2446	3534476	10909645
2447	3535304	10906297
2448	3537214	10906291
2449	3539018	10905955
2450	3540816	10905599
2451	3542587	10905159
2452	3543888	10903272
2453	3545163	10901304
2454	3547096	10901362
2455	3548062	10898446
2456	3549944	10898345
2457	3551840	10898283
2458	3553470	10897404
2459	3554336	10894186
2460	3555698	10892486
2461	3557314	10891566
2462	3558202	10888416
2463	3559550	10886676
2464	3560886	10884900
2465	3562290	10883331
2466	3563120	10880009
2467	3564529	10878458
2468	3565383	10875212
2469	3567249	10875054
2470	3568338	10872528
2471	3570010	10871778
2472	3571612	10870814
2473	3573215	10869854
2474	3574099	10866705
2475	3575836	10866152
2476	3577099	10864159
2477	3577970	10860973
2478	3579524	10859863
2479	3580697	10857597
2480	3582768	10858054
2481	3583813	10855403
2482	3584797	10852567
2483	3585625	10849260
2484	3587360	10848696
2485	3589049	10847995
2486	3590921	10847846
2487	3592129	10845689
2488	3593665	10844523
2489	3594983	10842702
2490	3596436	10841284
2491	3598069	10840411
2492	3599231	10838119
2493	3600663	10836638
2494	3601542	10833496
2495	3603463	10833490
2496	3604648	10831269
2497	3606196	10830138
2498	3607106	10827094
2499	3608650	10825952
2500	3610608	10826051
2501	3612448	10825794
2502	3613610	10823506
2503	3615444	10823230
2504	3617429	10823407
2505	3618465	10820742
2506	3620077	10819799
2507	3621640	10818711
2508	3622502	10815530
2509	3623385	10812413
2510	3625079	10811716
2511	3626445	10810042
2512	3628392	10810097
2513	3629458	10807529
2514	3630333	10804391
2515	3631996	10803601
2516	3633616	10802681
2517	3634680	10800110
2518	3636007	10798322
2519	3637281	10796376
2520	3638970	10795662
2521	3640231	10793675
2522	3641890	10792870
2523	3643775	10792736
2524	3644700	10789756
2525	3646256	10788645
2526	3647636	10787015
2527	3649049	10785482
2528	3650459	10783938
2529	3652237	10783484
2530	3653661	10781981
2531	3655068	10780429
2532	3656713	10779580
2533	3658000	10777675
2534	3660080	10778105
2535	3661917	10777820
2536	3663721	10777435
2537	3664563	10774220
2538	3666053	10772914
2539	3666885	10769670
2540	3667752	10766534
2541	3668786	10763889
2542	3669817	10761238
2543	3671542	10760620
2544	3673389	10760362
2545	3674858	10758991
2546	3675690	10755760
2547	3677672	10755893
2548	3678952	10753970
2549	3679929	10751166
2550	3681726	10750757
2551	3683288	10749659
2552	3685080	10749235
2553	3686527	10747799
2554	3688486	10747860
2555	3689483	10745116
2556	3691215	10744511
2557	3692743	10743312
2558	3694352	10742351
2559	3695223	10739244
2560	3696200	10736443
2561	3698073	10736249
2562	3699735	10735441
2563	3701363	10734531
2564	3703113	10733976
2565	3704664	10732843
2566	3705570	10729841
2567	3706660	10727375
2568	3707923	10725410
2569	3709326	10723851
2570	3710187	10720723
2571	3711745	10719613
2572	3712613	10716510
2573	3714009	10714933
2574	3715468	10713535
2575	3716311	10710363
2576	3717140	10707152
2577	3718490	10705444
2578	3719460	10702642
2579	3721502	10702926
2580	3722531	10700294
2581	3724529	10700449
2582	3725558	10697819
2583	3727202	10696957
2584	3729198	10697102
2585	3730656	10695702
2586	3732171	10694468
2587	3733611	10693016
2588	3735025	10691493
2589	3735912	10688459
2590	3737694	10687987
2591	3739348	10687151
2592	3741299	10687160
2593	3742978	10686390
2594	3744694	10685728
2595	3746133	10684273
2596	3747928	10683834
2597	3749633	10683134
2598	3751391	10682588
2599	3752803	10681055
2600	3754056	10679071
2601	3755696	10678188
2602	3757443	10677605
2603	3758944	10676325
2604	3760679	10675710
2605	3762069	10674114
2606	3763349	10672207
2607	3764711	10670532
2608	3765863	10668261
2609	3766750	10665243
2610	3768505	10664683
2611	3769579	10662194
2612	3771786	10662910
2613	3773051	10660964
2614	3775052	10661094
2615	3776764	10660407
2616	3778439	10659618
2617	3780027	10658581
2618	3780899	10655524
2619	3782631	10654893
2620	3784480	10654590
2621	3786167	10653829
2622	3787907	10653218
2623	3789293	10651612
2624	3790471	10649420
2625	3792521	10649677
2626	3793979	10648270
2627	3795640	10647437
2628	3796683	10644866
2629	3798496	10644454
2630	3800595	10644846
2631	3802174	10643776
2632	3804049	10643536
2633	3805638	10642496
2634	3806978	10640759
2635	3808786	10640328
2636	3810565	10639815
2637	3811931	10638150
2638	3813349	10636630
2639	3814666	10634828
2640	3816583	10634697
2641	3817629	10632140
2642	3819229	10631128
2643	3820365	10628824
2644	3821288	10625927
2645	3822969	10625139
2646	3823932	10622354
2647	3824804	10619321
2648	3826400	10618297
2649	3827366	10615526
2650	3829111	10614914
2651	3830792	10614125
2652	3832847	10614372
2653	3834572	10613702
2654	3836023	10612276
2655	3837428	10610720
2656	3838318	10607742
2657	3839563	10605747
2658	3841262	10605003
2659	3842098	10601879
2660	3843578	10600533
2661	3845235	10599675
2662	3846981	10599062
2663	3848875	10598854
2664	3850496	10597895
2665	3851531	10595323
2666	3852381	10592243
2667	3853334	10589449
2668	3855275	10589369
2669	3856945	10588542
2670	3858744	10588071
2671	3859978	10586048
2672	3861716	10585409
2673	3863636	10585267
2674	3865425	10584764
2675	3866438	10582136
2676	3868049	10581144
2677	3869779	10580481
2678	3870891	10578124
2679	3872771	10577867
2680	3874322	10576712
2681	3876092	10576153
2682	3877772	10575348
2683	3879201	10573858
2684	3880047	10570781
2685	3881584	10569585
2686	3883183	10568560
2687	3884525	10566835
2688	3886299	10566284
2689	3887861	10565154
2690	3889540	10564345
2691	3891217	10563527
2692	3892713	10562218
2693	3893566	10559168
2694	3895421	10558831
2695	3896781	10557154
2696	3898616	10556764
2697	3900069	10555339
2698	3900898	10552225
2699	3902614	10551512
2700	3904000	10549906
2701	3904931	10547073
2702	3906667	10546412
2703	3908451	10545879
2704	3909285	10542785
2705	3910742	10541372
2706	3912402	10540507
2707	3913613	10538430
2708	3914438	10535315
2709	3916117	10534501
2710	3917797	10533686
2711	3919535	10533030
2712	3921023	10531699
2713	3922551	10530474
2714	3923516	10527740
2715	3924348	10524651
2716	3926036	10523859
2717	3926863	10520758
2718	3928809	10520655
2719	3929940	10518370
2720	3932237	10519205
2721	3934236	10519239
2722	3935020	10516028
2723	3936729	10515286
2724	3937559	10512200
2725	3938393	10509125
2726	3939311	10506274
2727	3940228	10503423
2728	3941056	10500337
2729	3942527	10498965
2730	3944173	10498058
2731	3945135	10495331
2732	3946999	10495004
2733	3947865	10492023
2734	3949284	10490512
2735	3950746	10489116
2736	3951690	10486345
2737	3952591	10483463
2738	3953500	10480601
2739	3954335	10477546
2740	3956395	10477735
2741	3957993	10476701
2742	3959948	10476612
2743	3962015	10476817
2744	3963060	10474318
2745	3964623	10473190
2746	3966378	10472568
2747	3968226	10472191
2748	3970041	10471723
2749	3971881	10471324
2750	3973541	10470448
2751	3974886	10468740
2752	3976222	10467013
2753	3977885	10466143
2754	3979397	10464877
2755	3981186	10464338
2756	3982491	10462527
2757	3983990	10461223
2758	3985775	10460674
2759	3987853	10460889
2760	3989188	10459157
2761	3990034	10456143
2762	3991139	10453810
2763	3992479	10452090
2764	3994336	10451726
2765	3995843	10450445
2766	3997384	10449251
2767	3999130	10448594
2768	4000187	10446138
2769	4001702	10444876
2770	4003006	10443064
2771	4003974	10440379
2772	4005305	10438638
2773	4006199	10435759
2774	4007156	10433046
2775	4008104	10430312
2776	4009481	10428693
2777	4010456	10426032
2778	4011336	10423123
2779	4012241	10420283
2780	4013496	10418350
2781	4015876	10419336
2782	4017230	10417662
2783	4019567	10418534
2784	4021469	10418277
2785	4023143	10417429
2786	4024896	10416784
2787	4026121	10414772
2788	4027563	10413324
2789	4028781	10411295
2790	4029999	10409268
2791	4032204	10409787
2792	4033580	10408167
2793	4035302	10407440
2794	4036831	10406214
2795	4038238	10404674
2796	4040034	10404136
2797	4041990	10404007
2798	4043637	10403083
2799	4045352	10402335
2800	4046256	10399500
2801	4048033	10398910
2802	4049616	10397819
2803	4051215	10396770
2804	4052360	10394558
2805	4054142	10393978
2806	4055686	10392786
2807	4056951	10390881
2808	4058405	10389461
2809	4060056	10388542
2810	4061725	10387672
2811	4062555	10384655
2812	4063479	10381878
2813	4065226	10381208
2814	4066921	10380401
2815	4068285	10378750
2816	4069881	10377691
2817	4071706	10377216
2818	4073129	10375715
2819	4075027	10375424
2820	4076429	10373870
2821	4077822	10372293
2822	4079068	10370340
2823	4080364	10368517
2824	4082407	10368593
2825	4083949	10367392
2826	4085986	10367449
2827	4088109	10367722
2828	4089052	10365003
2829	4090962	10364735
2830	4092776	10364221
2831	4094518	10363526
2832	4095745	10361527
2833	4097645	10361230
2834	4099624	10361132
2835	4101348	10360387
2836	4102193	10357423
2837	4103075	10354553
2838	4105337	10355167
2839	4107052	10354401
2840	4107884	10351406
2841	4108800	10348626
2842	4110270	10347241
2843	4111879	10346206
2844	4112735	10343277
2845	4114556	10342775
2846	4116550	10342707
2847	4117395	10339750
2848	4119112	10338986
2849	4120942	10338505
2850	4122423	10337145
2851	4124237	10336622
2852	4125528	10334789
2853	4127213	10333941
2854	4128503	10332104
2855	4130039	10330883
2856	4131812	10330254
2857	4133190	10328638
2858	4134927	10327918
2859	4136575	10326975
2860	4137571	10324405
2861	4139207	10323431
2862	4140540	10321702
2863	4141709	10319567
2864	4143262	10318385
2865	4144985	10317630
2866	4145951	10314989
2867	4147866	10314707
2868	4149343	10313339
2869	4150644	10311530
2870	4151645	10308980
2871	4153254	10307938
2872	4154480	10305947
2873	4155982	10304637
2874	4157516	10303411
2875	4158966	10301973
2876	4160667	10301159
2877	4161552	10298323
2878	4163536	10298208
2879	4164320	10295125
2880	4165754	10293650
2881	4166604	10290732
2882	4168826	10291203
2883	4170945	10291417
2884	4172877	10291169
2885	4175074	10291572
2886	4176465	10289989
2887	4178092	10288986
2888	4179853	10288313
2889	4181735	10287938
2890	4183165	10286448
2891	4184727	10285285
2892	4186146	10283769
2893	4187954	10283208
2894	4189423	10281815
2895	4190810	10280221
2896	4192493	10279350
2897	4194198	10278535
2898	4196023	10278013
2899	4197628	10276953
2900	4199326	10276119
2901	4200624	10274305
2902	4202463	10273814
2903	4203639	10271702
2904	4205001	10270046
2905	4206112	10267776
2906	4207519	10266230
2907	4208776	10264320
2908	4210448	10263419
2909	4212490	10263422
2910	4214349	10262975
2911	4216045	10262131
2912	4217922	10261728
2913	4218764	10258808
2914	4220560	10258206
2915	4222528	10258022
2916	4224120	10256922
2917	4225748	10255911
2918	4227492	10255182
2919	4228321	10252230
2920	4230285	10252034
2921	4231688	10250475
2922	4233680	10250344
2923	4234631	10247693
2924	4236558	10247402
2925	4238423	10246961
2926	4240336	10246634
2927	4242258	10246330
2928	4244292	10246293
2929	4245911	10245254
2930	4247489	10244116
2931	4249458	10243918
2932	4251288	10243387
2933	4253249	10243169
2934	4254325	10240821
2935	4255920	10239720
2936	4257523	10238641
2937	4258370	10235743
2938	4259916	10234525
2939	4261867	10234280
2940	4263667	10233671
2941	4265510	10233166
2942	4266774	10231269
2943	4268692	10230942
2944	4270441	10230208
2945	4272391	10229956
2946	4274199	10229362
2947	4275580	10227744
2948	4277241	10226799
2949	4279081	10226278
2950	4280831	10225543
2951	4282490	10224591
2952	4283346	10221722
2953	4284599	10219798
2954	4286257	10218844
2955	4287845	10217720
2956	4289510	10216780
2957	4291216	10215937
2958	4293120	10215565
2959	4294549	10214064
2960	4296076	10212794
2961	4298096	10212695
2962	4299742	10211707
2963	4301706	10211473
2964	4302841	10209270
2965	4304758	10208924
2966	4306581	10208355
2967	4308307	10207554
2968	4310238	10207236
2969	4311120	10204437
2970	4313043	10204100
2971	4314808	10203389
2972	4316484	10202467
2973	4318332	10201950
2974	4320260	10201623
2975	4321836	10200464
2976	4323804	10200228
2977	4325829	10200126
2978	4327798	10199890
2979	4329758	10199631
2980	4331680	10199283
2981	4333559	10198832
2982	4335576	10198705
2983	4336942	10197047
2984	4338825	10196603
2985	4340570	10195834
2986	4342493	10195482
2987	4344096	10194380
2988	4345984	10193943
2989	4347744	10193206
2990	4349473	10192397
2991	4351432	10192126
2992	4353373	10191809
2993	4355180	10191181
2994	4356748	10189991
2995	4358691	10189677
2996	4360397	10188810
2997	4362071	10187866
2998	4363416	10186156
2999	4364858	10184669
3000	4366835	10184431
3001	4368718	10183975
3002	4370428	10183111
3003	4372207	10182411
3004	4374064	10181889
3005	4375513	10180419
3006	4377211	10179528
3007	4378360	10177359
3008	4380415	10177296
3009	4381593	10175195
3010	4383779	10175435
3011	4384768	10172895
3012	4386364	10171765
3013	4387333	10169181
3014	4388834	10167831
3015	4389762	10165153
3016	4391787	10165014
3017	4393444	10164025
3018	4395129	10163098
3019	4396013	10160321
3020	4397758	10159535
3021	4399090	10157793
3022	4400687	10156664
3023	4402238	10155428
3024	4403661	10153897
3025	4405528	10153389
3026	4407098	10152195
3027	4409095	10151986
3028	4410674	10150812
3029	4411831	10148669
3030	4413665	10148082
3031	4415527	10147557
3032	4417399	10147055
3033	4418962	10145845
3034	4420854	10145388
3035	4422838	10145140
3036	4424577	10144331
3037	4426316	10143520
3038	4427978	10142532
3039	4429691	10141663
3040	4431263	10140466
3041	4433308	10140355
3042	4435194	10139877
3043	4436847	10138867
3044	4438528	10137919
3045	4440355	10137304
3046	4441846	10135923
3047	4443216	10134266
3048	4444291	10131934
3049	4445830	10130662
3050	4447110	10128799
3051	4448942	10128196
3052	4450525	10127023
3053	4451421	10124286
3054	4453373	10123953
3055	4454928	10122717
3056	4456798	10122194
3057	4458422	10121115
3058	4460258	10120514
3059	4461777	10119195
3060	4463272	10117820
3061	4464983	10116936
3062	4466484	10115573
3063	4468271	10114858
3064	4469619	10113151
3065	4471486	10112617
3066	4473242	10111833
3067	4475052	10111169
3068	4476656	10110038
3069	4478648	10109782
3070	4480013	10108112
3071	4481974	10107785
3072	4482969	10105280
3073	4484950	10104998
3074	4486664	10104114
3075	4488613	10103758
3076	4490448	10103144
3077	4492070	10102050
3078	4493468	10100453
3079	4495218	10099646
3080	4496613	10098042
3081	4498512	10097569
3082	4500421	10097118
3083	4501986	10095895
3084	4503545	10094656
3085	4505036	10093267
3086	4506869	10092643
3087	4507750	10089887
3088	4509661	10089435
3089	4511301	10088379
3090	4512640	10086649
3091	4514793	10086737
3092	4515955	10084611
3093	4517959	10084366
3094	4519726	10083590
3095	4520587	10080794
3096	4522317	10079933
3097	4523951	10078861
3098	4525657	10077948
3099	4527394	10077103
3100	4529213	10076441
3101	4530974	10075647
3102	4532645	10074655
3103	4533502	10071853
3104	4534836	10070111
3105	4536382	10068841
3106	4537937	10067590
3107	4539161	10065606
3108	4540135	10063065
3109	4541724	10061891
3110	4543691	10061552
3111	4545429	10060705
3112	4547300	10060153
3113	4548948	10059107
3114	4550706	10058303
3115	4552506	10057591
3116	4554142	10056516
3117	4555655	10055169
3118	4557145	10053772
3119	4558638	10052382
3120	4560092	10050905
3121	4561739	10049854
3122	4563463	10048972
3123	4564994	10047664
3124	4566564	10046442
3125	4567409	10043625
3126	4568281	10040869
3127	4569208	10038234
3128	4570093	10035511
3129	4571575	10034097
3130	4573554	10033774
3131	4575289	10032914
3132	4576167	10030175
3133	4578190	10029947
3134	4580084	10029436
3135	4581293	10027421
3136	4582830	10026128
3137	4584073	10024191
3138	4585858	10023439
3139	4587376	10022103
3140	4589507	10022106
3141	4591041	10020803
3142	4591982	10018206
3143	4592837	10015424
3144	4594268	10013898
3145	4595971	10012964
3146	4597505	10011664
3147	4599297	10010922
3148	4601215	10010456
3149	4602761	10009179
3150	4604724	10008808
3151	4606582	10008208
3152	4607805	10006231
3153	4609697	10005703
3154	4611713	10005445
3155	4613627	10004964
3156	4615825	10005096
3157	4618008	10005197
3158	4619979	10004837
3159	4621298	10003062
3160	4623246	10002651
3161	4624931	10001669
3162	4626292	9999988
3163	4628154	9999387
3164	4630109	9998989
3165	4631818	9998057
3166	4633434	9996923
3167	4635481	9996719
3168	4637373	9996181
3169	4638311	9993585
3170	4640118	9992863
3171	4642147	9992617
3172	4643729	9991408
3173	4645710	9991058
3174	4647528	9990356
3175	4648935	9988770
3176	4650532	9987592
3177	4652513	9987238
3178	4654037	9985904
3179	4655796	9985073
3180	4657409	9983928
3181	4659455	9983710
3182	4661276	9983009
3183	4663193	9982514
3184	4665129	9982058
3185	4666143	9979631
3186	4667017	9976902
3187	4668972	9976487
3188	4670742	9975674
3189	4672649	9975154
3190	4674163	9973794
3191	4675005	9971001
3192	4676703	9970035
3193	4678308	9968869
3194	4680317	9968563
3195	4681731	9966991
3196	4683250	9965641
3197	4684707	9964158
3198	4685697	9961684
3199	4687193	9960286
3200	4688973	9959490
3201	4691034	9959292
3202	4693117	9959138
3203	4695108	9958787
3204	4696824	9957854
3205	4698434	9956695
3206	4699376	9954120
3207	4701190	9953392
3208	4703070	9952804
3209	4705134	9952605
3210	4707226	9952464
3211	4708203	9949963
3212	4709077	9947247
3213	4710499	9945690
3214	4712640	9945650
3215	4713869	9943684
3216	4715447	9942455
3217	4717355	9941922
3218	4718921	9940667
3219	4720469	9939372
3220	4722327	9938731
3221	4723479	9936606
3222	4725158	9935587
3223	4727052	9935021
3224	4728931	9934421
3225	4730562	9933301
3226	4732618	9933072
3227	4734545	9932571
3228	4736388	9931894
3229	4738349	9931462
3230	4739613	9929570
3231	4741171	9928294
3232	4743124	9927844
3233	4744987	9927206
3234	4745942	9924668
3235	4747778	9923971
3236	4749762	9923584
3237	4750620	9920843
3238	4752577	9920400
3239	4754204	9919267
3240	4756080	9918651
3241	4757578	9917247
3242	4758738	9915139
3243	4760661	9914620
3244	4762592	9914117
3245	4763479	9911441
3246	4765033	9910154
3247	4766852	9909417
3248	4768609	9908551
3249	4770813	9908613
3250	4772412	9907416
3251	4774589	9907419
3252	4776343	9906543
3253	4778353	9906199
3254	4780233	9905584
3255	4781171	9903016
3256	4782927	9902142
3257	4784883	9901683
3258	4786708	9900951
3259	4788547	9900249
3260	4789421	9897549
3261	4791057	9896426
3262	4792589	9895089
3263	4794549	9894634
3264	4795978	9893081
3265	4797674	9892082
3266	4799227	9890786
3267	4800669	9889261
3268	4802374	9888278
3269	4804153	9887448
3270	4805167	9885041
3271	4806961	9884240
3272	4808375	9882659
3273	4810219	9881960
3274	4812372	9881895
3275	4813942	9880631
3276	4815907	9880179
3277	4817491	9878944
3278	4819385	9878343
3279	4820735	9876628
3280	4822519	9875802
3281	4823376	9873078
3282	4825298	9872534
3283	4826938	9871411
3284	4828889	9870927
3285	4830776	9870308
3286	4832586	9869533
3287	4833573	9867074
3288	4835493	9866523
3289	4836741	9864599
3290	4838358	9863429
3291	4840091	9862495
3292	4842070	9862060
3293	4843752	9861020
3294	4845601	9860321
3295	4847135	9858979
3296	4848920	9858147
3297	4851000	9857916
3298	4852943	9857402
3299	4853812	9854711
3300	4855641	9853965
3301	4857608	9853500
3302	4859035	9851941
3303	4860465	9850386
3304	4862274	9849600
3305	4864232	9849113
3306	4866162	9848570
3307	4867866	9847570
3308	4869719	9846870
3309	4871802	9846633
3310	4873415	9845447
3311	4875349	9844907
3312	4877384	9844572
3313	4878880	9843149
3314	4880856	9842693
3315	4882800	9842170
3316	4884561	9841279
3317	4886675	9841097
3318	4888655	9840646
3319	4890662	9840247
3320	4892585	9839680
3321	4894166	9838424
3322	4895989	9837653
3323	4897579	9836413
3324	4898519	9833869
3325	4900281	9832976
3326	4901866	9831726
3327	4903799	9831174
3328	4905368	9829891
3329	4907247	9829231
3330	4909160	9828637
3331	4911312	9828520
3332	4912760	9826994
3333	4914521	9826094
3334	4916359	9825348
3335	4918184	9824575
3336	4919827	9823436
3337	4920839	9821041
3338	4922782	9820501
3339	4923657	9817832
3340	4925566	9817224
3341	4927131	9815931
3342	4928858	9814959
3343	4930547	9813913
3344	4931603	9811605
3345	4933506	9810983
3346	4935330	9810204
3347	4937170	9809456
3348	4938652	9807995
3349	4940429	9807121
3350	4942170	9806175
3351	4943598	9804607
3352	4944706	9802404
3353	4946811	9802180
3354	4948418	9800966
3355	4950360	9800416
3356	4951920	9799109
3357	4953645	9798127
3358	4955747	9797891
3359	4957800	9797557
3360	4959725	9796970
3361	4960722	9794549
3362	4962540	9793749
3363	4964413	9793057
3364	4966117	9792031
3365	4967586	9790543
3366	4969518	9789966
3367	4971436	9789360
3368	4973278	9788605
3369	4975256	9788115
3370	4976205	9785602
3371	4977682	9784127
3372	4979501	9783324
3373	4980565	9781038
3374	4982723	9780901
3375	4984535	9780083
3376	4986496	9779558
3377	4988325	9778771
3378	4990177	9778030
3379	4992167	9777557
3380	4994160	9777092
3381	4996146	9776611
3382	4997745	9775372
3383	4999606	9774644
3384	5000983	9772970
3385	5002570	9771706
3386	5004496	9771105
3387	5005576	9768852
3388	5007079	9767424
3389	5009087	9766982
3390	5010531	9765438
3391	5011767	9763490
3392	5013506	9762522
3393	5015166	9761399
3394	5017029	9760671
3395	5018257	9758707
3396	5020478	9758675
3397	5022252	9757772
3398	5023988	9756795
3399	5026082	9756512
3400	5028312	9756493
3401	5030092	9755600
3402	5031085	9753180
3403	5032587	9751747
3404	5033483	9749139
3405	5035441	9748590
3406	5037182	9747620
3407	5039150	9747088
3408	5040839	9746016
3409	5042706	9745289
3410	5044033	9743516
3411	5046096	9743166
3412	5047787	9742095
3413	5049483	9741035
3414	5051515	9740623
3415	5053583	9740279
3416	5055443	9739532
3417	5057312	9738803
3418	5059223	9738154
3419	5060790	9736842
3420	5062180	9735190
3421	5063018	9732476
3422	5064853	9731680
3423	5066697	9730900
3424	5067588	9728290
3425	5069178	9727022
3426	5070999	9726197
3427	5071876	9723563
3428	5073830	9722992
3429	5076072	9722972
3430	5077925	9722207
3431	5079876	9721629
3432	5081821	9721037
3433	5082965	9718914
3434	5084861	9718228
3435	5085871	9715850
3436	5087700	9715035
3437	5089549	9714259
3438	5091330	9713353
3439	5093141	9712501
3440	5094210	9710236
3441	5095071	9707575
3442	5095938	9704928
3443	5097951	9704463
3444	5098990	9702142
3445	5100832	9701350
3446	5102471	9700173
3447	5103595	9698015
3448	5105478	9697301
3449	5106415	9694788
3450	5108176	9693841
3451	5109393	9691861
3452	5111222	9691043
3453	5112859	9689860
3454	5113718	9687203
3455	5114746	9684867
3456	5116303	9683533
3457	5117834	9682149
3458	5119655	9681314
3459	5121483	9680492
3460	5123427	9679887
3461	5124438	9677521
3462	5126379	9676911
3463	5127438	9674636
3464	5129331	9673934
3465	5130979	9672770
3466	5132755	9671847
3467	5134467	9670801
3468	5136054	9669521
3469	5137734	9668417
3470	5139250	9667002
3471	5141104	9666223
3472	5142731	9665017
3473	5144594	9664255
3474	5146423	9663428
3475	5148374	9662829
3476	5150142	9661887
3477	5151691	9660531
3478	5153513	9659689
3479	5155441	9659045
3480	5157316	9658300
3481	5159222	9657613
3482	5161140	9656947
3483	5162664	9655545
3484	5163531	9652914
3485	5165519	9652378
3486	5167216	9651299
3487	5169041	9650458
3488	5170027	9648049
3489	5171893	9647285
3490	5173780	9646559
3491	5175704	9645901
3492	5177288	9644607
3493	5178557	9642728
3494	5180399	9641917
3495	5182338	9641284
3496	5183503	9639211
3497	5185440	9638575
3498	5186447	9636208
3499	5188182	9635195
3500	5189100	9632666
3501	5190002	9630108
3502	5191244	9628179
3503	5192775	9626788
3504	5194727	9626178
3505	5196562	9625349
3506	5198121	9624009
3507	5199738	9622777
3508	5201478	9621771
3509	5203303	9620923
3510	5205213	9620230
3511	5207024	9619355
3512	5208870	9618542
3513	5210674	9617653
3514	5212412	9616641
3515	5214323	9615948
3516	5216224	9615235
3517	5217999	9614290
3518	5219689	9613187
3519	5221684	9612646
3520	5223763	9612259
3521	5225586	9611399
3522	5227422	9610563
3523	5229498	9610168
3524	5231473	9609586
3525	5233006	9608191
3526	5233966	9605745
3527	5235525	9604399
3528	5236796	9602524
3529	5238078	9600671
3530	5239421	9598928
3531	5240938	9597505
3532	5242875	9596851
3533	5244882	9596324
3534	5246713	9595475
3535	5248618	9594759
3536	5250176	9593410
3537	5251740	9592071
3538	5253445	9590990
3539	5255203	9590003
3540	5257059	9589196
3541	5258913	9588386
3542	5260663	9587385
3543	5261549	9584809
3544	5263511	9584192
3545	5265321	9583301
3546	5267147	9582436
3547	5269048	9581708
3548	5270714	9580551
3549	5271710	9578177
3550	5272617	9575644
3551	5274358	9574623
3552	5276042	9573500
3553	5277890	9572673
3554	5279483	9571384
3555	5280739	9569483
3556	5282448	9568404
3557	5284214	9567428
3558	5286158	9566773
3559	5287896	9565746
3560	5289829	9565069
3561	5291353	9563652
3562	5293206	9562831
3563	5295152	9562178
3564	5297173	9561658
3565	5299406	9561520
3566	5300705	9559696
3567	5302585	9558920
3568	5303714	9556791
3569	5305736	9556270
3570	5307072	9554512
3571	5309066	9553941
3572	5310883	9553050
3573	5312542	9551874
3574	5314521	9551272
3575	5315847	9549497
3576	5316732	9546931
3577	5318646	9546211
3578	5320546	9545467
3579	5321830	9543616
3580	5323736	9542883
3581	5325490	9541875
3582	5327661	9541613
3583	5329433	9540638
3584	5331280	9539794
3585	5333397	9539434
3586	5335353	9538785
3587	5336386	9536485
3588	5338028	9535274
3589	5340976	9536395
3590	5343365	9536515
3591	5344977	9535249
3592	5347248	9535157
3593	5348335	9532954
3594	5350788	9533185
3595	5352500	9532095
3596	5354131	9530859
3597	5355876	9529828
3598	5357767	9529054
3599	5359580	9528143
3600	5361690	9527757
3601	5363579	9526979
3602	5365522	9526296
3603	5367496	9525668
3604	5369047	9524287
3605	5370599	9522909
3606	5371806	9520919
3607	5373504	9519800
3608	5374801	9517971
3609	5376658	9517132
3610	5378271	9515861
3611	5379729	9514316
3612	5381272	9512922
3613	5383426	9512606
3614	5385353	9511889
3615	5386593	9509958
3616	5388643	9509458
3617	5390580	9508757
3618	5392455	9507946
3619	5394005	9506561
3620	5395503	9505085
3621	5397483	9504459
3622	5398593	9502299
3623	5400533	9501601
3624	5402444	9500850
3625	5404324	9500044
3626	5406112	9499078
3627	5408348	9498896
3628	5410324	9498257
3629	5411432	9496095
3630	5413335	9495326
3631	5414235	9492800
3632	5415462	9490847
3633	5416274	9488168
3634	5418200	9487440
3635	5419760	9486071
3636	5421629	9485243
3637	5423945	9485194
3638	5425869	9484462
3639	5427536	9483278
3640	5429271	9482213
3641	5431151	9481401
3642	5432948	9480443
3643	5434819	9479614
3644	5436713	9478824
3645	5438092	9477136
3646	5439578	9475634
3647	5441808	9475429
3648	5443795	9474800
3649	5445020	9472843
3650	5446451	9471246
3651	5448637	9470961
3652	5450135	9469479
3653	5451849	9468373
3654	5453384	9466956
3655	5455196	9466019
3656	5456665	9464487
3657	5458546	9463669
3658	5460290	9462613
3659	5461930	9461376
3660	5463219	9459532
3661	5465147	9458794
3662	5467110	9458115
3663	5468063	9455691
3664	5470017	9454995
3665	5471690	9453816
3666	5472556	9451240
3667	5473493	9448789
3668	5474921	9447186
3669	5476401	9445674
3670	5478102	9444541
3671	5480230	9444144
3672	5482144	9443377
3673	5483933	9442395
3674	5485393	9440847
3675	5487286	9440042
3676	5488326	9437772
3677	5490243	9437008
3678	5492001	9435972
3679	5492907	9433471
3680	5494824	9432707
3681	5496765	9431984
3682	5498681	9431216
3683	5499579	9428703
3684	5501433	9427830
3685	5503142	9426706
3686	5505153	9426100
3687	5506143	9423745
3688	5507386	9421826
3689	5509299	9421051
3690	5511124	9420125
3691	5512086	9417725
3692	5513032	9415298
3693	5514583	9413904
3694	5515635	9411659
3695	5517525	9410844
3696	5519397	9409997
3697	5521346	9409281
