iter	RMSE
175	1.657613318
176	1.654254891
177	1.650950105
178	1.647791551
179	1.64466014
180	1.641663262
181	1.638708951
182	1.635329625
183	1.6320207
184	1.62911574
185	1.626225985
186	1.622899938
187	1.620049816
188	1.616765967
189	1.613510104
190	1.610250503
191	1.607050482
192	1.604230852
193	1.601050708
194	1.597915065
195	1.59478437
196	1.59177542
197	1.588673215
198	1.58570513
199	1.583001638
200	1.58032611
201	1.577602235
202	1.574964609
203	1.572000675
204	1.569032273
205	1.566244572
206	1.563337742
207	1.560810081
208	1.55802073
209	1.555253827
210	1.552722896
211	1.549636443
212	1.54693265
213	1.544248238
214	1.541219726
215	1.538567878
216	1.536094187
217	1.533139608
218	1.53054231
219	1.527738527
220	1.524828263
221	1.522488806
222	1.519961654
223	1.517378434
224	1.515089152
225	1.512611731
226	1.509718808
227	1.506930438
228	1.504180285
229	1.50191621
230	1.499109054
231	1.496317045
232	1.493643657
233	1.491292308
234	1.488558694
235	1.486383858
236	1.483781553
237	1.481631965
238	1.479507378
239	1.47691709
240	1.474281769
241	1.472199206
242	1.469691681
243	1.467204992
244	1.464828368
245	1.462784892
246	1.46076464
247	1.458783232
248	1.456801173
249	1.454383638
250	1.452422472
251	1.450048853
252	1.448115713
253	1.445757391
254	1.443419771
255	1.441101381
256	1.438815217
257	1.43695767
258	1.434603105
259	1.432271008
260	1.430020655
261	1.427895462
262	1.425552706
263	1.423240599
264	1.420990938
265	1.419204535
266	1.416957232
267	1.414694413
268	1.41245277
269	1.410587428
270	1.408424543
271	1.406706573
272	1.40449658
273	1.40237788
274	1.400563595
275	1.398463857
276	1.396264086
277	1.39454013
278	1.392831127
279	1.391137098
280	1.389096671
281	1.386957026
282	1.384926246
283	1.3832726
284	1.381217292
285	1.379584047
286	1.377570246
287	1.375605101
288	1.373945678
289	1.372020693
290	1.370121463
291	1.368524276
292	1.366619206
293	1.364714247
294	1.363114223
295	1.361155354
296	1.359628751
297	1.357700451
298	1.356192377
299	1.354677882
300	1.353197582
301	1.351357642
302	1.349535369
303	1.347711068
304	1.345856274
305	1.34436148
306	1.342910393
307	1.341207767
308	1.339797595
309	1.337994362
310	1.336375152
311	1.334992786
312	1.333463749
313	1.332042892
314	1.330289703
315	1.328919988
316	1.327430703
317	1.326082681
318	1.324509391
319	1.323146863
320	1.321842514
321	1.32015371
322	1.3186005
323	1.317093392
324	1.315513309
325	1.314193065
326	1.312938639
327	1.311627058
328	1.310006921
329	1.308454336
330	1.307017304
331	1.305519667
332	1.304265692
333	1.302754609
334	1.301336763
335	1.300102572
336	1.298911849
337	1.297721418
338	1.296311233
339	1.295147173
340	1.293778855
341	1.292274097
342	1.290781381
343	1.289446915
344	1.288118035
345	1.286739517
346	1.285585253
347	1.284466857
348	1.283174759
349	1.281888812
350	1.280520284
351	1.279132959
352	1.278026202
353	1.27674181
354	1.275485612
355	1.274399014
356	1.273166958
357	1.271945978
358	1.270668342
359	1.269468886
360	1.26841587
361	1.267218737
362	1.266190578
363	1.264867756
364	1.263596501
365	1.262431285
366	1.261272519
367	1.260064534
368	1.25907326
369	1.258074331
370	1.256843923
371	1.255860091
372	1.25463595
373	1.253523834
374	1.252557951
375	1.251315647
376	1.250415898
377	1.249524155
378	1.24841892
379	1.247349149
380	1.246477096
381	1.245559296
382	1.244443079
383	1.243402962
384	1.242554649
385	1.241432827
386	1.240266016
387	1.239162751
388	1.238201026
389	1.237198099
390	1.236118269
391	1.235033939
392	1.234118491
393	1.233146539
394	1.232040016
395	1.231189326
396	1.230355995
397	1.229588879
398	1.228587763
399	1.227640756
400	1.226700158
401	1.225870201
402	1.224948986
403	1.224119505
404	1.223275394
405	1.222228376
406	1.221391784
407	1.220484076
408	1.219597221
409	1.218781185
410	1.217907418
411	1.217095661
412	1.216397715
413	1.215543208
414	1.214750609
415	1.213968436
416	1.213119388
417	1.212146587
418	1.211379728
419	1.210553713
420	1.209822568
421	1.209084635
422	1.208379133
423	1.207640389
424	1.206904327
425	1.206102334
426	1.205380466
427	1.204607349
428	1.20365409
429	1.202729065
430	1.201801754
431	1.200902134
432	1.200114583
433	1.199338032
434	1.198642439
435	1.197890163
436	1.197127951
437	1.196226688
438	1.195445372
439	1.194582918
440	1.193811699
441	1.193099144
442	1.192338943
443	1.191596636
444	1.190716944
445	1.190009442
446	1.189168232
447	1.188451892
448	1.187737631
449	1.186925886
450	1.186198065
451	1.185491019
452	1.184809868
453	1.184187351
454	1.183486978
455	1.182687837
456	1.18205651
457	1.181401748
458	1.180722856
459	1.179938829
460	1.179285244
461	1.178616779
462	1.177954675
463	1.177325616
464	1.176667754
465	1.176021424
466	1.175383134
467	1.174868615
468	1.174111613
469	1.173499313
470	1.172896095
471	1.172238397
472	1.171630224
473	1.170991371
474	1.170400007
475	1.16980466
476	1.169224745
477	1.168628361
478	1.168026716
479	1.167425517
480	1.166830065
481	1.166264265
482	1.165636375
483	1.165013878
484	1.164477146
485	1.163922605
486	1.163309861
487	1.162801976
488	1.162198273
489	1.161664803
490	1.161104714
491	1.160575828
492	1.159972657
493	1.159423094
494	1.158883131
495	1.158276052
496	1.157756596
497	1.157249889
498	1.156665562
499	1.156064294
500	1.155480345
501	1.154884074
502	1.154346641
503	1.15382503
504	1.153258752
505	1.152691475
506	1.152126546
507	1.151604067
508	1.151097757
509	1.15055261
510	1.149992312
511	1.149442597
512	1.148968096
513	1.148445736
514	1.147906514
515	1.14735097
516	1.146841796
517	1.146302211
518	1.14580111
519	1.145323085
520	1.144790717
521	1.144305118
522	1.143745719
523	1.143240648
524	1.142731727
525	1.142257252
526	1.141790108
527	1.141243709
528	1.140740826
529	1.140239364
530	1.139745002
531	1.139281009
532	1.138813047
533	1.13824358
534	1.137755774
535	1.137262993
536	1.136811229
537	1.136330864
538	1.135836358
539	1.135364992
540	1.13484309
541	1.134329207
542	1.133881741
543	1.133370804
544	1.132803477
545	1.13230004
546	1.131840847
547	1.13138691
548	1.130979586
549	1.130554606
550	1.130106068
551	1.129672756
552	1.129246532
553	1.128757832
554	1.128331435
555	1.127814365
556	1.127275897
557	1.126835831
558	1.126353988
559	1.125922021
560	1.125512843
561	1.125043746
562	1.124647713
563	1.12412688
564	1.123703644
565	1.123308431
566	1.122913871
567	1.122455019
568	1.121936369
569	1.121533451
570	1.121107445
571	1.120593807
572	1.120205295
573	1.119771287
574	1.119384393
575	1.118879296
576	1.118385713
577	1.117896386
578	1.117499821
579	1.117083419
580	1.116700709
581	1.1162258
582	1.115937928
583	1.11555115
584	1.115069088
585	1.114687216
586	1.114210813
587	1.113740725
588	1.113272712
589	1.112897738
590	1.112538655
591	1.112162834
592	1.111711091
593	1.111375721
594	1.110923598
595	1.110585022
596	1.110224079
597	1.109779384
598	1.10933504
599	1.109019817
600	1.108665337
601	1.108230232
602	1.107863219
603	1.107508055
604	1.107244568
605	1.106881242
606	1.106529403
607	1.106107011
608	1.105846504
609	1.105539814
610	1.105120539
611	1.104769861
612	1.104428809
613	1.104175387
614	1.103838788
615	1.103493306
616	1.103244849
617	1.102840489
618	1.102592296
619	1.102348022
620	1.10194092
621	1.101699516
622	1.101299116
623	1.101059684
624	1.1006545
625	1.10025812
626	1.099928065
627	1.099622473
628	1.099297771
629	1.099065072
630	1.098741871
631	1.098430467
632	1.098105452
633	1.097786595
634	1.097558424
635	1.097243132
636	1.096863078
637	1.096543963
638	1.096320423
639	1.096099765
640	1.095790411
641	1.095416804
642	1.095040013
643	1.09482669
644	1.094526015
645	1.094164163
646	1.093946037
647	1.093650083
648	1.093434824
649	1.093078808
650	1.092865089
651	1.09257256
652	1.092362303
653	1.092158421
654	1.0919507
655	1.091674657
656	1.091386931
657	1.091187985
658	1.090986371
659	1.090786316
660	1.090504828
661	1.090237953
662	1.08996271
663	1.089771632
664	1.089578674
665	1.08930325
666	1.089028102
667	1.088756386
668	1.088487919
669	1.088220073
670	1.087967838
671	1.087707776
672	1.087525614
673	1.087338132
674	1.087084801
675	1.086830952
676	1.086362378
677	1.086179813
678	1.085936736
679	1.085757724
680	1.085418867
681	1.085157691
682	1.084914223
683	1.084661812
684	1.084413746
685	1.084176375
686	1.084003218
687	1.083754196
688	1.083505716
689	1.083293771
690	1.083065868
691	1.082839168
692	1.08262939
693	1.082465934
694	1.082300152
695	1.082056545
696	1.081892223
697	1.081653461
698	1.081443801
699	1.081201501
700	1.08096594
701	1.080726381
702	1.080269098
703	1.0800489
704	1.079849141
705	1.07969201
706	1.079380717
707	1.079179734
708	1.078956966
709	1.078731971
710	1.078297621
711	1.078073009
712	1.077777271
713	1.077623446
714	1.077419773
715	1.077219734
716	1.07682087
717	1.076629456
718	1.076433354
719	1.076045808
720	1.075652124
721	1.075276188
722	1.074845576
723	1.074548215
724	1.074119069
725	1.073698379
726	1.073328009
727	1.072965499
728	1.072606478
729	1.072243564
730	1.071933206
731	1.071569935
732	1.071151664
733	1.070849896
734	1.07054751
735	1.070187036
736	1.06990383
737	1.069728059
738	1.069478473
739	1.069068398
740	1.068720833
741	1.068314773
742	1.067965773
743	1.067624597
744	1.067227714
745	1.066894532
746	1.066501662
747	1.066220381
748	1.065972405
749	1.06555425
750	1.065274441
751	1.064885041
752	1.064502028
753	1.064119063
754	1.063744454
755	1.063467537
756	1.0631314
757	1.062863573
758	1.062545892
759	1.062282222
760	1.061910806
761	1.061593694
762	1.061379847
763	1.061217412
764	1.060893373
765	1.060695911
766	1.060381119
767	1.060082334
768	1.059845501
769	1.059530118
770	1.059306401
771	1.05900879
772	1.058716519
773	1.058353338
774	1.057997312
775	1.057704962
776	1.057482696
777	1.0571296
778	1.056840913
779	1.056489699
780	1.056260976
781	1.055916288
782	1.055543927
783	1.055177263
784	1.05483646
785	1.054620097
786	1.054336379
787	1.054002711
788	1.053668474
789	1.053339936
790	1.052979978
791	1.052775437
792	1.052536759
793	1.052326311
794	1.052092612
795	1.051821799
796	1.051498998
797	1.051315704
798	1.051086289
799	1.05081548
800	1.050586856
801	1.050445508
802	1.050184244
803	1.049975745
804	1.049773596
805	1.049597329
806	1.049280085
807	1.048966499
808	1.048725917
809	1.04852446
810	1.048219556
811	1.047968404
812	1.047700693
813	1.047505716
814	1.047200236
815	1.047003412
816	1.046790105
817	1.046492163
818	1.046195744
819	1.046003679
820	1.045707459
821	1.045515456
822	1.045320466
823	1.045113185
824	1.044924134
825	1.044632994
826	1.044342849
827	1.044175638
828	1.04397089
829	1.04367156
830	1.043486683
831	1.043200495
832	1.042916456
833	1.042735272
834	1.042491253
835	1.04221237
836	1.041968999
837	1.041687519
838	1.041411623
839	1.041229898
840	1.041056405
841	1.040829754
842	1.04055805
843	1.040289417
844	1.040110635
845	1.039861698
846	1.039667539
847	1.039384998
848	1.039193951
849	1.039021856
850	1.03875696
851	1.038479023
852	1.038310936
853	1.038139636
854	1.037875159
855	1.037782719
856	1.037511514
857	1.03725258
858	1.036999707
859	1.036743228
860	1.036576443
861	1.036406984
862	1.036152931
863	1.035901495
864	1.035656582
865	1.035493248
866	1.035254757
867	1.035033226
868	1.034830755
869	1.034588368
870	1.034346594
871	1.034083119
872	1.033846097
873	1.033615267
874	1.033471351
875	1.033272739
876	1.033113479
877	1.032945632
878	1.032788436
879	1.032633481
880	1.032478893
881	1.032243912
882	1.032095979
883	1.031867972
884	1.031716325
885	1.031486918
886	1.031261924
887	1.031094723
888	1.03084554
889	1.030702759
890	1.030542327
891	1.030321311
892	1.030170489
893	1.030011179
894	1.029795239
895	1.02960441
896	1.029384668
897	1.029168441
898	1.028966297
899	1.028734491
900	1.028494228
901	1.028259543
902	1.02804748
903	1.027815155
904	1.027671275
905	1.027529166
906	1.027317084
907	1.027097006
908	1.026887349
909	1.026739425
910	1.026594565
911	1.026367093
912	1.026142148
913	1.025936187
914	1.025713582
915	1.025493784
916	1.025289608
917	1.025142807
918	1.024941391
919	1.024741663
920	1.02463122
921	1.024511181
922	1.024365956
923	1.024222223
924	1.024153316
925	1.024044145
926	1.023936477
927	1.023811872
928	1.023670567
929	1.023564693
930	1.023377758
931	1.023181654
932	1.023041813
933	1.022847564
934	1.022718063
935	1.022525815
936	1.02238986
937	1.022287957
938	1.022185342
939	1.022010404
940	1.021885582
941	1.021760908
942	1.021661533
943	1.021455747
944	1.021323707
945	1.021224546
946	1.021124411
947	1.021025263
948	1.020836926
949	1.020684163
950	1.020498837
951	1.02031216
952	1.020204522
953	1.02006825
954	1.019939352
955	1.019756541
956	1.019495631
957	1.019317481
958	1.019222236
959	1.019128841
960	1.0189313
961	1.018880938
962	1.018760405
963	1.018669725
964	1.018410384
965	1.018267718
966	1.018177326
967	1.017999252
968	1.017880983
969	1.017705018
970	1.017615807
971	1.01744477
972	1.017300066
973	1.017216081
974	1.017044541
975	1.016958049
976	1.016820987
977	1.01664712
978	1.01656169
979	1.016391231
980	1.016305394
981	1.016135491
982	1.016050406
983	1.015957039
984	1.015872959
985	1.01576316
986	1.01564772
987	1.01556624
988	1.015482829
989	1.015402361
990	1.015311141
991	1.015230243
992	1.014985308
993	1.014876365
994	1.014796741
995	1.014718002
996	1.014632913
997	1.014556367
998	1.014391027
999	1.014195129
1000	1.014113476
1001	1.013946659
1002	1.013781669
1003	1.013597462
1004	1.013521462
1005	1.01341045
1006	1.013334804
1007	1.013171637
1008	1.013128237
1009	1.012966677
1010	1.012859188
1011	1.012623267
1012	1.012521375
1013	1.012447385
1014	1.012342309
1015	1.012183124
1016	1.012082089
1017	1.011975973
1018	1.011903358
1019	1.011826238
1020	1.011739912
1021	1.011642804
1022	1.011602248
1023	1.011497101
1024	1.011422932
1025	1.011347923
1026	1.011274993
1027	1.011156646
1028	1.011053628
1029	1.010950964
1030	1.010794005
1031	1.010642695
1032	1.010525617
1033	1.010408551
1034	1.010309979
1035	1.010237695
1036	1.010136925
1037	1.010036364
1038	1.009970523
1039	1.009855319
1040	1.0097619
1041	1.009649217
1042	1.009566804
1043	1.009471972
1044	1.009332825
1045	1.009268104
1046	1.009155785
1047	1.009104895
1048	1.008980466
1049	1.008869972
1050	1.008717139
1051	1.008608147
1052	1.008494456
1053	1.008425453
1054	1.008300966
1055	1.008176814
1056	1.007955988
1057	1.007895518
1058	1.007801203
1059	1.007651854
1060	1.00748624
1061	1.007297072
1062	1.007255355
1063	1.007164262
1064	1.007064939
1065	1.006976545
1066	1.006877626
1067	1.006786409
1068	1.006646195
1069	1.006557997
1070	1.0065002
1071	1.006417066
1072	1.006268498
1073	1.006211198
1074	1.006092347
1075	1.005994446
1076	1.005870655
1077	1.005748149
1078	1.005589041
1079	1.00547796
1080	1.005402017
1081	1.005326162
1082	1.005205073
1083	1.005076445
1084	1.004963229
1085	1.004907137
1086	1.004821836
1087	1.00475422
1088	1.004610059
1089	1.004482717
1090	1.004364374
1091	1.004271666
1092	1.004162535
1093	1.004079024
1094	1.003970503
1095	1.003828039
1096	1.003734952
1097	1.003585522
1098	1.003377362
1099	1.003294897
1100	1.003222737
1101	1.003120015
1102	1.003001929
1103	1.00289498
1104	1.002689266
1105	1.002637339
1106	1.002535855
1107	1.002353837
1108	1.002238005
1109	1.00218594
1110	1.002067788
1111	1.001922917
1112	1.001798357
1113	1.001720157
1114	1.001582287
1115	1.001512646
1116	1.0014331
1117	1.001313077
1118	1.001213635
1119	1.00114241
1120	1.000968464
1121	1.000898989
1122	1.000771196
1123	1.000668489
1124	1.000561482
1125	1.000476523
1126	1.000427709
1127	1.000309037
1128	1.000121771
1129	1.000020824
1130	0.9999228251
1131	0.9997898018
1132	0.9996772434
1133	0.9995120249
1134	0.999435585
1135	0.9993159352
1136	0.9992031711
1137	0.9990679291
1138	0.9989635088
1139	0.9988876158
1140	0.9988105531
1141	0.9987468655
1142	0.9986634559
1143	0.9985961841
1144	0.9984998427
1145	0.9983394805
1146	0.9982569133
1147	0.9981815986
1148	0.9979833463
1149	0.9977867575
1150	0.9977228509
1151	0.9976573197
1152	0.9974801909
1153	0.9973452283
1154	0.9972113725
1155	0.9970984059
1156	0.9970252038
1157	0.9968316821
1158	0.9966400536
1159	0.9965394526
1160	0.9964221248
1161	0.9962412094
1162	0.9961596618
1163	0.996098011
1164	0.9959663695
1165	0.9958856835
1166	0.9958219597
1167	0.9957593582
1168	0.995628713
1169	0.9955570245
1170	0.9954388427
1171	0.9953682474
1172	0.9952972255
1173	0.995117129
1174	0.995038433
1175	0.9948605187
1176	0.9947028291
1177	0.9946062697
1178	0.9944761687
1179	0.9942951711
1180	0.9942209157
1181	0.9940328915
1182	0.9938458714
1183	0.9937803998
1184	0.9935952636
1185	0.9934222989
1186	0.9932362972
1187	0.9931936199
1188	0.9930102762
1189	0.9928554762
1190	0.9927468453
1191	0.9926827195
1192	0.9926100302
1193	0.9924409584
1194	0.9922613497
1195	0.9920790497
1196	0.9919023774
1197	0.991832566
1198	0.9916522359
1199	0.9915920048
1200	0.991481472
1201	0.9913083346
1202	0.9910603545
1203	0.9908821436
1204	0.9907350378
1205	0.9905974376
1206	0.9904257385
1207	0.9902586073
1208	0.9902001913
1209	0.9901477389
1210	0.9899794479
1211	0.9899032927
1212	0.9898117973
1213	0.9896861064
1214	0.9895181526
1215	0.9894003008
1216	0.9892274538
1217	0.9891658362
1218	0.9890306335
1219	0.9889892614
1220	0.988926394
1221	0.9887880787
1222	0.9886451989
1223	0.9883195918
1224	0.9881811636
1225	0.9880866602
1226	0.9879146702
1227	0.9877335629
1228	0.9876611788
1229	0.9876128988
1230	0.9872969321
1231	0.9872246175
1232	0.9869039195
1233	0.9867340827
1234	0.9866231118
1235	0.986395275
1236	0.9863311977
1237	0.9862195178
1238	0.9860813026
1239	0.9858601537
1240	0.9857949026
1241	0.9854825543
1242	0.9853760535
1243	0.9852474245
1244	0.9851630259
1245	0.9850638143
1246	0.9848935316
1247	0.9847321547
1248	0.9845664735
1249	0.9844003559
1250	0.9842389961
1251	0.9841706622
1252	0.984044134
1253	0.9839116323
1254	0.983784459
1255	0.9837169194
1256	0.9834170081
1257	0.9831189724
1258	0.9830561159
1259	0.9829676397
1260	0.9826742263
1261	0.9825577558
1262	0.9824910412
1263	0.9823856669
1264	0.9822481049
1265	0.9821210999
1266	0.9820073354
1267	0.9818397106
1268	0.9817829119
1269	0.9814975386
1270	0.9812127933
1271	0.9811577677
1272	0.9810451192
1273	0.9809419706
1274	0.9808375857
1275	0.9807200964
1276	0.980563994
1277	0.9804380084
1278	0.9803740892
1279	0.9801769025
1280	0.9800529197
1281	0.9799320888
1282	0.9797350468
1283	0.9795762435
1284	0.9794758423
1285	0.9793251251
1286	0.9792179285
1287	0.9791710815
1288	0.9790647725
1289	0.9789659034
1290	0.9788429998
1291	0.9787341062
1292	0.9784607452
1293	0.9781987372
1294	0.9779302463
1295	0.9778271184
1296	0.9777454417
1297	0.9776631527
1298	0.9775897781
1299	0.9775088312
1300	0.9774377215
1301	0.9773657183
1302	0.9772869131
1303	0.9772239727
1304	0.9771532374
1305	0.9770750774
1306	0.976998083
1307	0.9768436621
1308	0.9767738436
1309	0.9765124477
1310	0.976436483
1311	0.9763689596
1312	0.9762163485
1313	0.9761417191
1314	0.9760752372
1315	0.9758235353
1316	0.9757500091
1317	0.9755993657
1318	0.9754855187
1319	0.97541158
1320	0.9752686168
1321	0.9751195923
1322	0.9750429984
1323	0.9749788995
1324	0.9749126658
1325	0.9747632541
1326	0.9745137316
1327	0.9744377655
1328	0.9741921869
1329	0.97394449
1330	0.9738738443
1331	0.9738034659
1332	0.9736566594
1333	0.9734181628
1334	0.9732856766
1335	0.973042054
1336	0.9729715459
1337	0.9728968975
1338	0.9726603928
1339	0.9725154696
1340	0.9724468501
1341	0.9723791897
1342	0.9723168461
1343	0.9722547852
1344	0.9721879605
1345	0.9719561935
1346	0.9718638225
1347	0.9716298516
1348	0.9715632564
1349	0.9714847167
1350	0.9714241358
1351	0.9712801382
1352	0.971207766
1353	0.9710752646
1354	0.9710144777
1355	0.9708227367
1356	0.970757211
1357	0.9705265092
1358	0.9704529734
1359	0.9702283601
1360	0.9700863815
1361	0.9700165838
1362	0.9697934431
1363	0.9697301572
1364	0.9696632586
1365	0.969575139
1366	0.9695209147
1367	0.9693620456
1368	0.9692608749
1369	0.9690601006
1370	0.9689208093
1371	0.9687826841
1372	0.968573499
1373	0.9685112464
1374	0.9683557913
1375	0.9682193267
1376	0.9681043991
1377	0.9678954244
1378	0.9676919538
1379	0.9675165942
1380	0.9673804374
1381	0.9672563658
1382	0.9671038106
1383	0.9670292309
1384	0.9668257555
1385	0.966694085
1386	0.9666343193
1387	0.9665764505
1388	0.9665165687
1389	0.9664388815
1390	0.966233653
1391	0.9660997142
1392	0.9659088896
1393	0.9658391291
1394	0.965742349
1395	0.9656617866
1396	0.9656010944
1397	0.9654692969
1398	0.9654092667
1399	0.9652073653
1400	0.9650129983
1401	0.9649479627
1402	0.9648841147
1403	0.9648158236
1404	0.9646857159
1405	0.9646285371
1406	0.9645773142
1407	0.9643983711
1408	0.9643692366
1409	0.9642543386
1410	0.9641199938
1411	0.9639876323
1412	0.9638595629
1413	0.9637347079
1414	0.9636064759
1415	0.9634311405
1416	0.9633029787
1417	0.9631118905
1418	0.9629351379
1419	0.9628734803
1420	0.9626923482
1421	0.9626502333
1422	0.9625874115
1423	0.9625320012
1424	0.9624770138
1425	0.9623504927
1426	0.9622337612
1427	0.9621086308
1428	0.9619396424
1429	0.9618786847
1430	0.9618097306
1431	0.9616305596
1432	0.9614601587
1433	0.9612825876
1434	0.9611645563
1435	0.961087206
1436	0.9610054795
1437	0.9609188536
1438	0.960749084
1439	0.9606603425
1440	0.9606075996
1441	0.9605487958
1442	0.9604260777
1443	0.9602652164
1444	0.9600898578
1445	0.9600381217
1446	0.9599192193
1447	0.9598255348
1448	0.9597639586
1449	0.9596978338
1450	0.9595896573
1451	0.9594630779
1452	0.9594093661
1453	0.9592498669
1454	0.9590780264
1455	0.9590231837
1456	0.9588537195
1457	0.9587686244
1458	0.9586134359
1459	0.9584982975
1460	0.9584391599
1461	0.9582706375
1462	0.9581037621
1463	0.957999363
1464	0.9578342521
1465	0.9576705143
1466	0.9575234471
1467	0.9574041402
1468	0.9572454962
1469	0.9571309422
1470	0.9570340089
1471	0.9569442402
1472	0.9568298797
1473	0.9567166465
1474	0.9566629008
1475	0.9566011724
1476	0.9565052612
1477	0.9563619784
1478	0.9562164909
1479	0.9560917465
1480	0.9559781699
1481	0.955837508
1482	0.9557097128
1483	0.9556287369
1484	0.9554894856
1485	0.9554399634
1486	0.955379217
1487	0.9553186149
1488	0.9552089336
1489	0.9550735355
1490	0.9550115827
1491	0.9549589019
1492	0.9548225284
1493	0.954713156
1494	0.9546000301
1495	0.9544465844
1496	0.9543389132
1497	0.9542112276
1498	0.954152856
1499	0.9540461241
1500	0.9538970886
1501	0.9537623706
1502	0.9536259624
1503	0.9535400838
1504	0.953454887
1505	0.9533025417
1506	0.9532547279
1507	0.9531331225
1508	0.9530012231
1509	0.9528903196
1510	0.952785893
1511	0.9526838187
1512	0.9525522167
1513	0.9524218529
1514	0.9522765144
1515	0.9522197033
1516	0.9520939545
1517	0.9519660853
1518	0.9518587033
1519	0.9517664856
1520	0.9516767545
1521	0.9516255677
1522	0.9515654107
1523	0.951435975
1524	0.9513446556
1525	0.951221287
1526	0.9511750857
1527	0.951064718
1528	0.9509373688
1529	0.9508833432
1530	0.9507655734
1531	0.9506656304
1532	0.9505220609
1533	0.9504188762
1534	0.9502959197
1535	0.9501846809
1536	0.9501101785
1537	0.9500042459
1538	0.9499547014
1539	0.9498178273
1540	0.9497688963
1541	0.9496550305
1542	0.9494995939
1543	0.9494372545
1544	0.949393637
1545	0.9492629975
1546	0.9491635081
1547	0.9490656898
1548	0.9489593157
1549	0.9488200883
1550	0.9486969157
1551	0.9485595466
1552	0.9485060033
1553	0.9484542786
1554	0.9483592778
1555	0.9483039608
1556	0.9481981697
1557	0.9481497032
1558	0.9480307795
1559	0.9479350063
1560	0.9478259534
1561	0.947708712
1562	0.9476355756
1563	0.9475749927
1564	0.9475314485
1565	0.9474714644
1566	0.9473770992
1567	0.9473178162
1568	0.947223479
1569	0.9471185561
1570	0.9470613573
1571	0.9469747677
1572	0.9468778855
1573	0.946823342
1574	0.946731274
1575	0.9466138869
1576	0.9465137661
1577	0.946402901
1578	0.9463058005
1579	0.9461971143
1580	0.9460940697
1581	0.9460229333
1582	0.9458784721
1583	0.9457465725
1584	0.9456382236
1585	0.9455940878
1586	0.9455043414
1587	0.9454173457
1588	0.9452739727
1589	0.9451596432
1590	0.9450368343
1591	0.944897111
1592	0.9448278222
1593	0.9446864236
1594	0.9445736475
1595	0.9444818714
1596	0.9443920508
1597	0.9443448269
1598	0.9442516698
1599	0.9441709742
1600	0.9441200777
1601	0.9440721128
1602	0.9440042618
1603	0.9438677297
1604	0.943732922
1605	0.9436654818
1606	0.9435811025
1607	0.9434450723
1608	0.9433187411
1609	0.9432601004
1610	0.9432097602
1611	0.9431592206
1612	0.9430596015
1613	0.9429750359
1614	0.9429218464
